Test,Time
533,3463000
534,3712900
535,3709500
536,3638400
537,3604700
538,3639700
539,3451500
540,3449100
541,3531700
542,3625700
543,3465200
544,3453000
545,3525700
546,3631700
547,3459400
548,3652600
549,3463000
550,3603200
551,3814700
552,3671400
553,3538400
554,3660800
555,3775600
556,3669200
557,3491200
558,3523500
559,3675600
560,3464200
561,3508200
562,3446800
563,3454000
564,3529300
565,3721100
566,3655600
567,3620000
568,3698500
569,3549400
570,3920900
571,3501200
572,3684100
573,3457700
574,3436500
575,3573900
576,3467300
577,3508300
578,3472000
579,3560400
580,3556500
581,3479100
582,3467100
583,4284000
584,3479700
585,3489700
586,3515900
587,3443100
588,3750100
589,3610400
590,3465900
591,3482400
592,3572500
593,3482900
594,3476400
595,3461800
596,3455000
597,3469800
598,3501800
599,3461700
600,3483800
